No,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,datetime
22864,55.0,20,31.0,1005.0,SE,8.05,0,0,2012-08-10 15:00:00
22865,58.0,20,31.0,1005.0,SE,11.18,0,0,2012-08-10 16:00:00
22866,52.0,20,31.0,1005.0,SE,12.97,0,0,2012-08-10 17:00:00
22867,60.0,20,30.0,1005.0,SE,16.1,0,0,2012-08-10 18:00:00
22868,72.0,21,29.0,1005.0,SE,17.89,0,0,2012-08-10 19:00:00
22869,97.0,22,27.0,1006.0,SE,19.68,0,0,2012-08-10 20:00:00
22870,97.0,19,27.0,1006.0,SE,22.81,0,0,2012-08-10 21:00:00
22871,94.0,19,26.0,1006.0,SE,25.94,0,0,2012-08-10 22:00:00
22872,76.0,20,25.0,1006.0,SE,27.73,0,0,2012-08-10 23:00:00
22873,85.0,22,24.0,1006.0,cv,0.89,0,0,2012-08-11 00:00:00
22874,93.0,22,24.0,1006.0,SE,1.79,0,0,2012-08-11 01:00:00
22875,89.0,22,24.0,1006.0,SE,3.58,0,0,2012-08-11 02:00:00
22876,105.0,22,24.0,1005.0,SE,5.37,0,0,2012-08-11 03:00:00
22877,108.0,22,23.0,1006.0,NE,0.89,0,0,2012-08-11 04:00:00
22878,114.0,22,23.0,1006.0,SE,1.79,0,0,2012-08-11 05:00:00
22879,116.0,22,23.0,1006.0,SE,3.58,0,0,2012-08-11 06:00:00
22880,118.0,22,24.0,1006.0,NE,1.79,0,0,2012-08-11 07:00:00
22881,112.0,22,25.0,1007.0,SE,1.79,0,0,2012-08-11 08:00:00
22882,124.0,22,25.0,1006.0,SE,3.58,0,0,2012-08-11 09:00:00
22883,136.0,23,27.0,1006.0,SE,6.71,0,0,2012-08-11 10:00:00
22884,137.0,23,27.0,1006.0,cv,0.89,0,0,2012-08-11 11:00:00
22885,138.0,20,28.0,1006.0,cv,1.78,0,0,2012-08-11 12:00:00
22886,127.0,21,28.0,1005.0,SE,1.79,0,0,2012-08-11 13:00:00
22887,88.0,22,27.0,1005.0,cv,0.89,0,1,2012-08-11 14:00:00
22888,79.0,21,27.0,1005.0,cv,1.78,0,2,2012-08-11 15:00:00
22889,67.0,21,27.0,1006.0,cv,2.67,0,3,2012-08-11 16:00:00
22890,,23,26.0,1005.0,cv,3.56,0,4,2012-08-11 17:00:00
22891,,20,25.0,1005.0,NW,3.13,0,5,2012-08-11 18:00:00
22892,,19,23.0,1006.0,NW,4.92,0,6,2012-08-11 19:00:00
22893,,21,23.0,1006.0,NW,8.94,0,7,2012-08-11 20:00:00
22894,,19,22.0,1007.0,NW,13.86,0,8,2012-08-11 21:00:00
22895,,19,22.0,1006.0,NW,17.88,0,9,2012-08-11 22:00:00
22896,,20,21.0,1006.0,NW,23.69,0,10,2012-08-11 23:00:00
22897,,20,20.0,1006.0,NW,28.61,0,11,2012-08-12 00:00:00
22898,,20,20.0,1006.0,NW,33.53,0,12,2012-08-12 01:00:00
22899,,20,20.0,1006.0,NW,36.66,0,13,2012-08-12 02:00:00
22900,,20,20.0,1006.0,NW,39.79,0,14,2012-08-12 03:00:00
22901,,20,20.0,1005.0,NW,41.58,0,15,2012-08-12 04:00:00
22902,,20,20.0,1006.0,NW,43.37,0,0,2012-08-12 05:00:00
22903,,20,20.0,1005.0,NW,46.5,0,0,2012-08-12 06:00:00
22904,,20,21.0,1005.0,NW,49.63,0,0,2012-08-12 07:00:00
22905,,21,22.0,1005.0,NW,52.76,0,0,2012-08-12 08:00:00
22906,,22,25.0,1005.0,NE,1.79,0,0,2012-08-12 09:00:00
22907,,22,27.0,1005.0,NW,1.79,0,0,2012-08-12 10:00:00
22908,,22,27.0,1005.0,SE,3.13,0,0,2012-08-12 11:00:00
22909,,22,27.0,1005.0,SE,6.26,0,0,2012-08-12 12:00:00
22910,,22,29.0,1004.0,SE,8.05,0,0,2012-08-12 13:00:00
22911,,21,29.0,1004.0,SE,11.18,0,0,2012-08-12 14:00:00
22912,,21,29.0,1004.0,SE,15.2,0,0,2012-08-12 15:00:00
22913,,22,28.0,1004.0,SE,18.33,0,0,2012-08-12 16:00:00
22914,,21,28.0,1004.0,SE,22.35,0,0,2012-08-12 17:00:00
22915,,21,27.0,1005.0,SE,25.48,0,0,2012-08-12 18:00:00
22916,,21,26.0,1005.0,SE,28.61,0,0,2012-08-12 19:00:00
22917,,21,25.0,1006.0,SE,32.63,0,0,2012-08-12 20:00:00
22918,,21,25.0,1007.0,SE,37.55,0,0,2012-08-12 21:00:00
22919,,20,24.0,1008.0,SE,42.47,0,0,2012-08-12 22:00:00
22920,,21,22.0,1009.0,cv,0.89,0,2,2012-08-12 23:00:00
22921,,21,22.0,1009.0,cv,1.78,0,3,2012-08-13 00:00:00
22922,,21,22.0,1009.0,SE,3.13,0,4,2012-08-13 01:00:00
22923,,21,22.0,1009.0,NW,1.79,0,0,2012-08-13 02:00:00
22924,,21,22.0,1009.0,NW,3.58,0,0,2012-08-13 03:00:00
22925,,21,21.0,1009.0,NW,6.71,0,0,2012-08-13 04:00:00
22926,,21,21.0,1009.0,NW,9.84,0,0,2012-08-13 05:00:00
22927,,20,21.0,1010.0,NW,12.97,0,0,2012-08-13 06:00:00
22928,,21,22.0,1010.0,NW,16.1,0,0,2012-08-13 07:00:00
22929,,19,24.0,1010.0,NW,21.02,0,0,2012-08-13 08:00:00
22930,,20,26.0,1010.0,NW,25.04,0,0,2012-08-13 09:00:00
22931,,20,28.0,1010.0,NW,29.06,0,0,2012-08-13 10:00:00
22932,13.0,16,28.0,1010.0,NE,3.13,0,0,2012-08-13 11:00:00
22933,13.0,13,29.0,1010.0,NE,6.26,0,0,2012-08-13 12:00:00
22934,13.0,12,29.0,1009.0,NE,8.05,0,0,2012-08-13 13:00:00
22935,14.0,12,29.0,1008.0,SE,1.79,0,0,2012-08-13 14:00:00
22936,14.0,14,29.0,1008.0,SE,3.58,0,0,2012-08-13 15:00:00
22937,15.0,14,29.0,1008.0,SE,6.71,0,0,2012-08-13 16:00:00
22938,21.0,14,28.0,1008.0,SE,8.5,0,0,2012-08-13 17:00:00
22939,26.0,16,27.0,1008.0,SE,12.52,0,0,2012-08-13 18:00:00
22940,32.0,16,26.0,1008.0,SE,15.65,0,0,2012-08-13 19:00:00
22941,33.0,18,22.0,1009.0,cv,0.89,0,0,2012-08-13 20:00:00
22942,38.0,18,21.0,1009.0,SE,1.79,0,0,2012-08-13 21:00:00
22943,46.0,19,22.0,1009.0,SE,3.58,0,0,2012-08-13 22:00:00
22944,47.0,19,20.0,1009.0,SE,4.47,0,0,2012-08-13 23:00:00
22945,,19,21.0,1008.0,SE,6.26,0,0,2012-08-14 00:00:00
22946,50.0,19,20.0,1008.0,SE,7.15,0,0,2012-08-14 01:00:00
22947,67.0,19,20.0,1008.0,NE,1.79,0,0,2012-08-14 02:00:00
22948,71.0,19,20.0,1008.0,NE,2.68,0,0,2012-08-14 03:00:00
22949,72.0,18,19.0,1008.0,NE,3.57,0,0,2012-08-14 04:00:00
22950,68.0,18,19.0,1007.0,cv,0.89,0,0,2012-08-14 05:00:00
22951,66.0,18,19.0,1008.0,cv,1.78,0,0,2012-08-14 06:00:00
22952,71.0,19,20.0,1007.0,cv,2.67,0,0,2012-08-14 07:00:00
22953,73.0,19,21.0,1008.0,NE,1.79,0,0,2012-08-14 08:00:00
22954,84.0,20,22.0,1007.0,SE,1.79,0,0,2012-08-14 09:00:00
22955,104.0,20,24.0,1007.0,SE,3.58,0,0,2012-08-14 10:00:00
22956,76.0,18,26.0,1007.0,SE,6.71,0,0,2012-08-14 11:00:00
22957,47.0,16,25.0,1007.0,SE,10.73,0,0,2012-08-14 12:00:00
22958,42.0,13,24.0,1006.0,SE,14.75,0,1,2012-08-14 13:00:00
22959,27.0,13,24.0,1006.0,SE,19.67,0,0,2012-08-14 14:00:00
22960,37.0,14,24.0,1006.0,SE,26.82,0,0,2012-08-14 15:00:00
22961,42.0,14,23.0,1006.0,SE,31.74,0,0,2012-08-14 16:00:00
22962,52.0,15,23.0,1005.0,SE,36.66,0,0,2012-08-14 17:00:00
22963,50.0,15,22.0,1006.0,SE,40.68,0,0,2012-08-14 18:00:00
22964,27.0,14,21.0,1006.0,SE,44.7,0,0,2012-08-14 19:00:00
22965,31.0,15,21.0,1006.0,SE,47.83,0,0,2012-08-14 20:00:00
22966,33.0,15,20.0,1006.0,SE,49.62,0,0,2012-08-14 21:00:00
22967,42.0,16,20.0,1006.0,SE,51.41,0,0,2012-08-14 22:00:00
22968,40.0,17,20.0,1006.0,SE,53.2,0,0,2012-08-14 23:00:00
22969,48.0,16,19.0,1006.0,SE,54.99,0,0,2012-08-15 00:00:00
22970,57.0,16,18.0,1006.0,cv,0.89,0,0,2012-08-15 01:00:00
22971,59.0,17,18.0,1005.0,cv,1.78,0,0,2012-08-15 02:00:00
22972,68.0,17,17.0,1005.0,SE,0.89,0,0,2012-08-15 03:00:00
22973,69.0,17,17.0,1005.0,cv,0.89,0,0,2012-08-15 04:00:00
22974,67.0,17,17.0,1005.0,NE,0.89,0,0,2012-08-15 05:00:00
22975,73.0,17,17.0,1006.0,cv,0.45,0,0,2012-08-15 06:00:00
22976,71.0,19,19.0,1006.0,NW,0.89,0,0,2012-08-15 07:00:00
22977,70.0,18,22.0,1006.0,NW,4.02,0,0,2012-08-15 08:00:00
22978,72.0,19,24.0,1007.0,NW,5.81,0,0,2012-08-15 09:00:00
22979,63.0,19,25.0,1007.0,NE,1.79,0,0,2012-08-15 10:00:00
22980,59.0,19,27.0,1007.0,NE,3.58,0,0,2012-08-15 11:00:00
22981,45.0,19,29.0,1007.0,NW,3.13,0,0,2012-08-15 12:00:00
22982,26.0,19,30.0,1006.0,NE,3.13,0,0,2012-08-15 13:00:00
22983,14.0,18,30.0,1006.0,NE,4.92,0,0,2012-08-15 14:00:00
22984,16.0,19,32.0,1006.0,NW,1.79,0,0,2012-08-15 15:00:00
22985,25.0,18,31.0,1006.0,cv,0.89,0,0,2012-08-15 16:00:00
22986,20.0,17,32.0,1007.0,cv,1.78,0,0,2012-08-15 17:00:00
22987,23.0,19,28.0,1007.0,SE,1.79,0,0,2012-08-15 18:00:00
22988,31.0,18,28.0,1007.0,SE,5.81,0,0,2012-08-15 19:00:00
22989,45.0,18,27.0,1008.0,SE,9.83,0,0,2012-08-15 20:00:00
22990,80.0,18,25.0,1009.0,SE,11.62,0,0,2012-08-15 21:00:00
22991,67.0,18,26.0,1009.0,SE,15.64,0,0,2012-08-15 22:00:00
22992,89.0,19,23.0,1010.0,SE,16.53,0,0,2012-08-15 23:00:00
22993,91.0,20,22.0,1010.0,SE,18.32,0,0,2012-08-16 00:00:00
22994,90.0,20,21.0,1010.0,cv,0.89,0,0,2012-08-16 01:00:00
22995,96.0,20,22.0,1010.0,SE,1.79,0,0,2012-08-16 02:00:00
22996,88.0,20,21.0,1010.0,cv,0.89,0,0,2012-08-16 03:00:00
22997,86.0,20,21.0,1010.0,SE,1.79,0,0,2012-08-16 04:00:00
22998,65.0,19,20.0,1011.0,NE,0.89,0,0,2012-08-16 05:00:00
22999,83.0,20,20.0,1012.0,NE,1.78,0,0,2012-08-16 06:00:00
23000,97.0,20,22.0,1012.0,cv,0.89,0,0,2012-08-16 07:00:00
23001,108.0,21,24.0,1012.0,cv,1.78,0,0,2012-08-16 08:00:00
23002,96.0,22,26.0,1012.0,NE,1.79,0,0,2012-08-16 09:00:00
23003,102.0,22,28.0,1012.0,cv,0.89,0,0,2012-08-16 10:00:00
23004,78.0,22,29.0,1012.0,cv,1.78,0,0,2012-08-16 11:00:00
23005,60.0,22,29.0,1011.0,cv,3.57,0,0,2012-08-16 12:00:00
23006,52.0,19,31.0,1010.0,SE,4.02,0,0,2012-08-16 13:00:00
23007,53.0,17,30.0,1010.0,SE,8.04,0,0,2012-08-16 14:00:00
23008,,17,31.0,1009.0,SE,12.06,0,0,2012-08-16 15:00:00
23009,,19,30.0,1009.0,SE,16.98,0,0,2012-08-16 16:00:00
23010,41.0,18,29.0,1009.0,SE,21.9,0,0,2012-08-16 17:00:00
23011,64.0,19,29.0,1009.0,SE,25.92,0,0,2012-08-16 18:00:00
23012,67.0,19,27.0,1009.0,SE,29.94,0,0,2012-08-16 19:00:00
23013,64.0,19,26.0,1009.0,SE,33.07,0,0,2012-08-16 20:00:00
23014,53.0,19,26.0,1010.0,SE,34.86,0,0,2012-08-16 21:00:00
23015,73.0,19,25.0,1010.0,SE,37.99,0,0,2012-08-16 22:00:00
23016,77.0,19,25.0,1010.0,SE,42.91,0,0,2012-08-16 23:00:00
23017,70.0,18,24.0,1010.0,SE,46.04,0,0,2012-08-17 00:00:00
23018,67.0,18,24.0,1009.0,SE,49.17,0,0,2012-08-17 01:00:00
23019,64.0,19,23.0,1009.0,SE,50.96,0,0,2012-08-17 02:00:00
23020,77.0,20,22.0,1009.0,SE,54.09,0,0,2012-08-17 03:00:00
23021,78.0,20,22.0,1009.0,SE,58.11,0,0,2012-08-17 04:00:00
23022,96.0,20,22.0,1009.0,SE,59.9,0,0,2012-08-17 05:00:00
23023,112.0,20,22.0,1009.0,SE,61.69,0,0,2012-08-17 06:00:00
23024,119.0,21,23.0,1009.0,cv,0.89,0,0,2012-08-17 07:00:00
23025,123.0,21,23.0,1009.0,SE,1.79,0,0,2012-08-17 08:00:00
23026,129.0,22,24.0,1009.0,SE,3.58,0,0,2012-08-17 09:00:00
23027,143.0,22,25.0,1009.0,SE,5.37,0,0,2012-08-17 10:00:00
23028,146.0,23,27.0,1008.0,SE,8.5,0,0,2012-08-17 11:00:00
23029,146.0,23,27.0,1008.0,SE,10.29,0,0,2012-08-17 12:00:00
23030,139.0,23,27.0,1008.0,SE,12.08,0,0,2012-08-17 13:00:00
23031,118.0,23,29.0,1007.0,SE,15.21,0,0,2012-08-17 14:00:00
23032,,22,29.0,1006.0,SE,20.13,0,0,2012-08-17 15:00:00
23033,130.0,22,28.0,1006.0,SE,24.15,0,0,2012-08-17 16:00:00
23034,144.0,21,28.0,1006.0,SE,29.07,0,0,2012-08-17 17:00:00
23035,147.0,22,27.0,1006.0,SE,33.09,0,0,2012-08-17 18:00:00
23036,161.0,22,26.0,1006.0,SE,37.11,0,0,2012-08-17 19:00:00
23037,148.0,22,26.0,1006.0,SE,41.13,0,0,2012-08-17 20:00:00
23038,145.0,22,26.0,1007.0,SE,45.15,0,0,2012-08-17 21:00:00
23039,166.0,22,26.0,1007.0,SE,48.28,0,0,2012-08-17 22:00:00
23040,185.0,22,25.0,1007.0,SE,51.41,0,0,2012-08-17 23:00:00
23041,206.0,22,25.0,1007.0,SE,55.43,0,1,2012-08-18 00:00:00
23042,192.0,23,24.0,1006.0,SE,58.56,0,2,2012-08-18 01:00:00
23043,202.0,23,24.0,1007.0,SE,62.58,0,3,2012-08-18 02:00:00
23044,198.0,23,24.0,1007.0,SE,64.37,0,4,2012-08-18 03:00:00
23045,186.0,23,23.0,1006.0,SE,66.16,0,0,2012-08-18 04:00:00
23046,153.0,22,23.0,1007.0,SE,67.95,0,0,2012-08-18 05:00:00
23047,140.0,22,23.0,1007.0,SE,69.74,0,0,2012-08-18 06:00:00
23048,153.0,22,23.0,1007.0,SE,71.53,0,0,2012-08-18 07:00:00
23049,182.0,22,24.0,1007.0,SE,73.32,0,0,2012-08-18 08:00:00
23050,182.0,23,25.0,1007.0,SE,75.11,0,0,2012-08-18 09:00:00
23051,190.0,23,26.0,1007.0,cv,0.89,0,0,2012-08-18 10:00:00
23052,,23,26.0,1007.0,cv,1.78,0,0,2012-08-18 11:00:00
23053,,23,27.0,1006.0,SE,1.79,0,0,2012-08-18 12:00:00
23054,,23,27.0,1006.0,SE,3.58,0,0,2012-08-18 13:00:00
23055,,23,27.0,1006.0,SE,5.37,0,0,2012-08-18 14:00:00
23056,,23,26.0,1006.0,SE,7.16,0,1,2012-08-18 15:00:00
23057,,24,26.0,1006.0,cv,0.89,0,2,2012-08-18 16:00:00
23058,,24,25.0,1006.0,NE,1.79,0,3,2012-08-18 17:00:00
23059,,22,24.0,1005.0,SE,1.79,0,0,2012-08-18 18:00:00
23060,,23,23.0,1005.0,cv,0.89,0,0,2012-08-18 19:00:00
23061,,22,23.0,1006.0,cv,1.78,0,0,2012-08-18 20:00:00
23062,,22,23.0,1007.0,SE,0.89,0,0,2012-08-18 21:00:00
23063,,23,23.0,1007.0,SE,1.78,0,0,2012-08-18 22:00:00
23064,,22,22.0,1007.0,cv,0.89,0,0,2012-08-18 23:00:00
23065,,22,22.0,1007.0,NW,3.13,0,0,2012-08-19 00:00:00
23066,,21,21.0,1006.0,NW,4.92,0,0,2012-08-19 01:00:00
23067,,21,22.0,1007.0,NE,1.79,0,0,2012-08-19 02:00:00
23068,,21,21.0,1007.0,cv,0.89,0,0,2012-08-19 03:00:00
23069,,20,20.0,1007.0,SE,0.89,0,0,2012-08-19 04:00:00
23070,,18,18.0,1007.0,cv,0.89,0,0,2012-08-19 05:00:00
23071,,19,19.0,1008.0,NW,0.89,0,0,2012-08-19 06:00:00
23072,,21,21.0,1008.0,NW,2.68,0,0,2012-08-19 07:00:00
23073,,22,22.0,1008.0,cv,0.89,0,0,2012-08-19 08:00:00
23074,,19,27.0,1008.0,NE,3.13,0,0,2012-08-19 09:00:00
23075,,16,28.0,1008.0,NE,7.15,0,0,2012-08-19 10:00:00
23076,,17,29.0,1008.0,NE,8.94,0,0,2012-08-19 11:00:00
23077,,16,30.0,1007.0,SE,1.79,0,0,2012-08-19 12:00:00
23078,,15,31.0,1006.0,SE,4.92,0,0,2012-08-19 13:00:00
23079,,15,31.0,1006.0,cv,1.79,0,0,2012-08-19 14:00:00
23080,,17,31.0,1005.0,SE,1.79,0,0,2012-08-19 15:00:00
23081,,20,30.0,1005.0,SE,5.81,0,0,2012-08-19 16:00:00
23082,,19,30.0,1005.0,SE,9.83,0,0,2012-08-19 17:00:00
23083,,20,29.0,1004.0,SE,12.96,0,0,2012-08-19 18:00:00
23084,,19,28.0,1004.0,SE,16.09,0,0,2012-08-19 19:00:00
23085,,20,25.0,1005.0,SE,17.88,0,0,2012-08-19 20:00:00
23086,,22,24.0,1005.0,SE,19.67,0,0,2012-08-19 21:00:00
23087,,22,23.0,1006.0,SE,20.56,0,0,2012-08-19 22:00:00
23088,,22,24.0,1006.0,SE,22.35,0,0,2012-08-19 23:00:00
23089,,23,24.0,1006.0,SE,24.14,0,0,2012-08-20 00:00:00
23090,,23,24.0,1005.0,SE,25.93,0,0,2012-08-20 01:00:00
23091,,23,24.0,1005.0,SE,29.06,0,0,2012-08-20 02:00:00
23092,,23,23.0,1005.0,SE,30.85,0,0,2012-08-20 03:00:00
23093,,22,23.0,1005.0,SE,32.64,0,0,2012-08-20 04:00:00
23094,,22,23.0,1005.0,NE,0.89,0,0,2012-08-20 05:00:00
23095,,22,23.0,1005.0,SE,1.79,0,0,2012-08-20 06:00:00
23096,,23,23.0,1005.0,SE,3.58,0,0,2012-08-20 07:00:00
23097,,23,24.0,1006.0,SE,5.37,0,0,2012-08-20 08:00:00
23098,,23,24.0,1006.0,NE,3.13,0,0,2012-08-20 09:00:00
23099,,24,27.0,1006.0,SE,1.79,0,0,2012-08-20 10:00:00
23100,,23,28.0,1006.0,cv,0.89,0,0,2012-08-20 11:00:00
23101,,24,29.0,1005.0,NE,1.79,0,0,2012-08-20 12:00:00
23102,,24,30.0,1005.0,cv,0.89,0,0,2012-08-20 13:00:00
23103,,23,30.0,1004.0,NE,1.79,0,0,2012-08-20 14:00:00
23104,,23,31.0,1004.0,cv,0.89,0,0,2012-08-20 15:00:00
23105,,23,29.0,1004.0,cv,1.78,0,0,2012-08-20 16:00:00
23106,,20,24.0,1005.0,NE,1.79,0,1,2012-08-20 17:00:00
23107,,21,23.0,1006.0,cv,0.89,0,0,2012-08-20 18:00:00
23108,,20,24.0,1006.0,NE,3.13,0,0,2012-08-20 19:00:00
23109,,18,24.0,1008.0,NE,6.26,0,0,2012-08-20 20:00:00
23110,,15,25.0,1008.0,NE,11.18,0,0,2012-08-20 21:00:00
23111,,17,23.0,1009.0,NW,3.13,0,0,2012-08-20 22:00:00
23112,,16,23.0,1009.0,NW,6.26,0,0,2012-08-20 23:00:00
23113,,14,23.0,1010.0,NW,11.18,0,0,2012-08-21 00:00:00
23114,,11,23.0,1010.0,NW,14.31,0,0,2012-08-21 01:00:00
23115,,11,22.0,1011.0,NW,17.44,0,0,2012-08-21 02:00:00
23116,,11,21.0,1012.0,NW,20.57,0,0,2012-08-21 03:00:00
23117,,12,20.0,1012.0,NW,22.36,0,0,2012-08-21 04:00:00
23118,,11,18.0,1012.0,NW,25.49,0,0,2012-08-21 05:00:00
23119,,10,19.0,1013.0,NW,28.62,0,0,2012-08-21 06:00:00
23120,,13,22.0,1014.0,NW,30.41,0,0,2012-08-21 07:00:00
23121,,13,24.0,1014.0,NW,33.54,0,0,2012-08-21 08:00:00
23122,,12,25.0,1015.0,NW,37.56,0,0,2012-08-21 09:00:00
23123,,12,26.0,1015.0,NE,3.13,0,0,2012-08-21 10:00:00
23124,,10,27.0,1015.0,NE,6.26,0,0,2012-08-21 11:00:00
23125,,9,27.0,1014.0,NE,10.28,0,0,2012-08-21 12:00:00
23126,3.0,7,27.0,1014.0,cv,3.13,0,0,2012-08-21 13:00:00
23127,5.0,10,29.0,1013.0,cv,4.92,0,0,2012-08-21 14:00:00
23128,8.0,8,29.0,1013.0,cv,8.05,0,0,2012-08-21 15:00:00
23129,8.0,9,28.0,1013.0,cv,9.84,0,0,2012-08-21 16:00:00
23130,12.0,7,28.0,1012.0,SE,3.13,0,0,2012-08-21 17:00:00
23131,5.0,10,26.0,1012.0,SE,8.05,0,0,2012-08-21 18:00:00
23132,20.0,11,24.0,1013.0,SE,11.18,0,0,2012-08-21 19:00:00
23133,23.0,13,21.0,1013.0,SE,12.97,0,0,2012-08-21 20:00:00
23134,28.0,15,20.0,1014.0,SE,14.76,0,0,2012-08-21 21:00:00
23135,25.0,15,19.0,1014.0,cv,0.89,0,0,2012-08-21 22:00:00
23136,29.0,15,19.0,1014.0,cv,1.78,0,0,2012-08-21 23:00:00
23137,36.0,15,17.0,1015.0,NE,1.79,0,0,2012-08-22 00:00:00
23138,42.0,15,16.0,1015.0,NW,3.13,0,0,2012-08-22 01:00:00
23139,24.0,14,16.0,1015.0,cv,0.89,0,0,2012-08-22 02:00:00
23140,10.0,13,15.0,1016.0,NW,1.79,0,0,2012-08-22 03:00:00
23141,9.0,12,15.0,1016.0,NW,3.58,0,0,2012-08-22 04:00:00
23142,13.0,12,15.0,1017.0,NE,1.79,0,0,2012-08-22 05:00:00
23143,15.0,12,14.0,1018.0,NW,3.13,0,0,2012-08-22 06:00:00
23144,21.0,11,19.0,1018.0,NW,7.15,0,0,2012-08-22 07:00:00
23145,21.0,8,23.0,1018.0,NW,10.28,0,0,2012-08-22 08:00:00
23146,13.0,7,24.0,1018.0,cv,0.89,0,0,2012-08-22 09:00:00
23147,13.0,5,25.0,1018.0,cv,1.78,0,0,2012-08-22 10:00:00
23148,9.0,5,26.0,1018.0,cv,2.67,0,0,2012-08-22 11:00:00
23149,6.0,3,27.0,1017.0,cv,3.56,0,0,2012-08-22 12:00:00
23150,8.0,1,27.0,1016.0,NE,1.79,0,0,2012-08-22 13:00:00
23151,11.0,4,28.0,1015.0,SE,3.13,0,0,2012-08-22 14:00:00
23152,17.0,3,28.0,1015.0,SE,6.26,0,0,2012-08-22 15:00:00
23153,22.0,2,28.0,1014.0,SE,11.18,0,0,2012-08-22 16:00:00
23154,24.0,5,27.0,1014.0,SE,15.2,0,0,2012-08-22 17:00:00
23155,22.0,6,26.0,1013.0,SE,19.22,0,0,2012-08-22 18:00:00
23156,23.0,7,24.0,1014.0,SE,23.24,0,0,2012-08-22 19:00:00
23157,17.0,10,22.0,1015.0,SE,26.37,0,0,2012-08-22 20:00:00
23158,29.0,13,20.0,1015.0,SE,28.16,0,0,2012-08-22 21:00:00
23159,35.0,15,19.0,1016.0,cv,0.89,0,0,2012-08-22 22:00:00
23160,36.0,13,18.0,1016.0,SE,1.79,0,0,2012-08-22 23:00:00
23161,40.0,13,17.0,1016.0,SE,3.58,0,0,2012-08-23 00:00:00
23162,47.0,13,17.0,1016.0,SE,5.37,0,0,2012-08-23 01:00:00
23163,63.0,14,16.0,1016.0,SE,7.16,0,0,2012-08-23 02:00:00
23164,67.0,13,16.0,1016.0,cv,0.89,0,0,2012-08-23 03:00:00
23165,81.0,13,17.0,1015.0,SE,1.79,0,0,2012-08-23 04:00:00
23166,87.0,12,14.0,1015.0,NE,1.79,0,0,2012-08-23 05:00:00
23167,82.0,13,15.0,1016.0,cv,0.89,0,0,2012-08-23 06:00:00
23168,84.0,14,17.0,1016.0,cv,1.78,0,0,2012-08-23 07:00:00
23169,91.0,14,19.0,1016.0,cv,2.67,0,0,2012-08-23 08:00:00
23170,98.0,15,21.0,1016.0,SE,1.79,0,0,2012-08-23 09:00:00
23171,100.0,15,24.0,1016.0,cv,0.89,0,0,2012-08-23 10:00:00
23172,105.0,16,26.0,1015.0,cv,1.78,0,0,2012-08-23 11:00:00
23173,110.0,15,27.0,1015.0,SE,3.13,0,0,2012-08-23 12:00:00
23174,97.0,16,28.0,1014.0,cv,1.79,0,0,2012-08-23 13:00:00
23175,88.0,17,29.0,1013.0,SE,3.13,0,0,2012-08-23 14:00:00
23176,70.0,15,29.0,1013.0,SE,7.15,0,0,2012-08-23 15:00:00
23177,65.0,16,29.0,1012.0,SE,12.07,0,0,2012-08-23 16:00:00
23178,77.0,15,29.0,1012.0,SE,16.09,0,0,2012-08-23 17:00:00
23179,76.0,16,27.0,1012.0,SE,21.01,0,0,2012-08-23 18:00:00
23180,69.0,15,26.0,1013.0,SE,25.93,0,0,2012-08-23 19:00:00
23181,65.0,16,24.0,1013.0,SE,27.72,0,0,2012-08-23 20:00:00
23182,66.0,17,23.0,1014.0,SE,29.51,0,0,2012-08-23 21:00:00
23183,62.0,16,21.0,1014.0,SE,31.3,0,0,2012-08-23 22:00:00
23184,63.0,17,20.0,1014.0,cv,0.89,0,0,2012-08-23 23:00:00
23185,66.0,17,20.0,1014.0,SE,0.89,0,0,2012-08-24 00:00:00
23186,71.0,17,19.0,1014.0,SE,2.68,0,0,2012-08-24 01:00:00
23187,73.0,17,18.0,1014.0,cv,0.89,0,0,2012-08-24 02:00:00
23188,81.0,17,18.0,1013.0,cv,1.78,0,0,2012-08-24 03:00:00
23189,88.0,17,18.0,1014.0,cv,2.67,0,0,2012-08-24 04:00:00
23190,101.0,16,17.0,1014.0,NE,0.89,0,0,2012-08-24 05:00:00
23191,110.0,17,17.0,1014.0,NE,1.78,0,0,2012-08-24 06:00:00
23192,110.0,18,19.0,1015.0,NE,2.67,0,0,2012-08-24 07:00:00
23193,124.0,18,21.0,1015.0,cv,0.89,0,0,2012-08-24 08:00:00
23194,143.0,18,23.0,1015.0,cv,1.78,0,0,2012-08-24 09:00:00
23195,156.0,18,25.0,1015.0,cv,2.67,0,0,2012-08-24 10:00:00
23196,125.0,16,27.0,1015.0,cv,4.46,0,0,2012-08-24 11:00:00
23197,65.0,11,29.0,1014.0,SE,4.02,0,0,2012-08-24 12:00:00
23198,66.0,11,29.0,1013.0,SE,8.04,0,0,2012-08-24 13:00:00
23199,62.0,10,30.0,1013.0,SE,12.06,0,0,2012-08-24 14:00:00
23200,59.0,10,30.0,1012.0,SE,15.19,0,0,2012-08-24 15:00:00
23201,52.0,11,29.0,1012.0,SE,19.21,0,0,2012-08-24 16:00:00
23202,56.0,11,29.0,1012.0,SE,23.23,0,0,2012-08-24 17:00:00
23203,50.0,12,27.0,1012.0,SE,27.25,0,0,2012-08-24 18:00:00
